index,stars
0,4.018271033860444
1,4.399697870368621
2,3.8014379847514466
3,3.477290530795956
4,2.3670875816495505
5,4.382224827770905
6,4.2330947973751165
7,3.7658170331508805
8,4.22323226151288
9,4.9115938510705295
10,4.35832125811376
11,3.207599269299553
12,3.510867640127769
13,4.596835268953173
14,3.657401228017155
15,4.161521298630415
16,3.328741805585494
17,3.765828952513869
18,2.596442888164116
19,3.9751320511695303
20,5.0
21,3.3651876283841253
22,3.5798380456544954
23,4.271264475427632
24,3.313634341034064
25,4.073319238618332
26,4.473278569518584
27,4.58269858122528
28,3.393056194112876
29,4.793946643543203
30,4.515647023051036
31,4.311296233628569
32,3.989877676399832
33,3.0081079813327745
34,4.863190002553708
35,3.9014765615297833
36,2.340364610413616
37,3.7608776003771545
38,4.549454368889395
39,3.09205365384045
40,3.984222017502351
41,4.660687227462868
42,3.942281906960138
43,4.071038044552502
44,3.9942412414854935
45,4.049932418578577
46,2.7574909310187463
47,4.965453081934724
48,3.5779315611980227
49,4.137373389156336
50,2.5041136962119266
51,3.774025679915457
52,4.048401320982275
53,2.8783378290222075
54,5.0
55,4.204175449421383
56,3.4637862285575873
57,3.866182806542946
58,3.6977641512165675
59,4.328386511800748
60,4.175634164169649
61,4.032778836035227
62,3.71874786316673
63,4.764643751284762
64,3.7222526122122024
65,3.5542039998721564
66,1.9901968305533393
67,4.614211848197942
68,3.0961719154238603
69,4.339231775045113
70,3.0120339297010714
71,5.0
72,4.009182237085365
73,3.7541612607609696
74,3.4042941376398264
75,3.8213671497271284
76,4.4651436701737275
77,3.4588134573065483
78,4.306856652139556
79,4.228377789479105
80,3.8540187776853534
81,3.0138383428355855
82,4.84285853627655
83,4.0133013612056505
84,4.1104467544872545
85,3.8272766228111816
86,4.913264591828733
87,3.502581393692743
88,5.0
89,3.053664945595303
90,3.4227914049125574
91,4.436223015806251
92,2.2003943390451965
93,4.1373160965727465
94,3.521047489533237
95,3.104622459110315
96,2.734200598703461
97,4.090860169525669
98,4.697126785335964
99,3.5208717884787997
100,4.1626376636805364
101,3.9811349321261535
102,4.089155822315065
103,4.285692819965744
104,4.070992881081597
105,4.044451053321409
106,4.865593926234288
107,3.801864467528482
108,4.127188713650884
109,3.744786017820199
110,4.139855595269919
111,4.282336719093667
112,3.215533387770627
113,4.084150239032076
114,3.480929811599917
115,4.462363770686047
116,3.3535127128691506
117,3.803895864779048
118,4.433882052127531
119,4.663625544100732
120,4.17628949363584
121,3.870612012076347
122,3.0144131547155046
123,4.233962433496954
124,3.8791253974208666
125,3.5406736011513877
126,2.799231766159897
127,4.16076805635628
128,3.9730058609685965
129,4.014242487497684
130,4.603232363584898
131,4.396662067366601
132,4.48033874174666
133,4.1207451301330424
134,4.35121173468537
135,3.071919288396561
136,2.7155211267755828
137,5.0
138,4.4066628722478836
139,3.9719484944299954
140,3.0130854290357623
141,4.905258933298714
142,4.725943941357738
143,3.7819100823450924
144,4.020472077393152
145,3.373091309946486
146,4.062663229753575
147,4.214721706800147
148,3.893024978723959
149,5.0
150,3.551222138871774
151,3.4025645944044065
152,3.500088460310761
153,4.260811455697592
154,3.515595525457317
155,4.298898437680691
156,4.836714344786458
157,4.205394922953318
158,4.1038580135650005
159,4.156968208413748
160,4.187278670430596
161,3.2444560837240926
162,3.5554312985981946
163,3.5088815685550654
164,4.653415225542094
165,3.9719377361161343
166,3.6825410030629606
167,4.122914496607358
168,4.193682058165214
169,3.8449531269385284
170,4.635287444678539
171,3.9872422915416545
172,5.0
173,3.5851729225774958
174,3.992963483462028
175,4.208297445806128
176,3.5761160744459146
177,3.97272942272355
178,3.7489133721794294
179,3.078730820676258
180,4.063456575944055
181,3.518167739298919
182,4.8611846082850825
183,3.7370023693261496
184,4.589605664375181
185,3.8163765077560297
186,4.903847886401264
187,4.569601122877449
188,2.6281374281228063
189,5.0
190,2.967974400045329
191,5.0
192,4.098511803977001
193,4.33137714796231
194,3.1914937835477826
195,3.931445643589938
196,4.10941607838226
197,3.0727584714674845
198,4.310008013855111
199,3.721140417007039
200,2.7930718479013814
201,3.874901110115664
202,4.032751621272251
203,4.693664406827923
204,5.0
205,5.0
206,4.267830497087353
207,4.002163952423015
208,4.113921477173863
209,3.13576939517312
210,4.415147050564039
211,3.9411616843180144
212,3.435075273391123
213,3.9629139350257945
214,3.909163964957633
215,2.8454259122656915
216,4.107459771306292
217,3.389355463372511
218,4.215685273049315
219,5.0
220,3.8619147902139397
221,3.592151118012394
222,3.9723786439097846
223,3.634570199785065
224,3.042547464799739
225,4.093188111912052
226,4.805346876359739
227,4.39548892118559
228,3.5176614947591123
229,5.0
230,2.9137293475899044
231,3.937748843866332
232,4.2955500324642255
233,4.693847897344954
234,5.0
235,3.3368950271930213
236,3.0163580024073147
237,2.5760201959602296
238,3.973427403257569
239,4.1790802715036195
240,3.2533708641017194
241,3.6181925943850284
242,4.315530063876906
243,3.901011548879348
244,3.766983596657179
245,5.0
246,4.200556771533712
247,3.1526107849104457
248,4.205439793481573
249,3.3788008599940604
250,4.261484366628308
251,3.0382717830395536
252,4.9615216861300535
253,3.685040182157812
254,1.6445090983663029
255,4.321369457162369
256,4.891243648840746
257,3.545119384977727
258,4.930768320154764
259,3.890221366048938
260,3.9314887890935863
261,4.37431200766984
262,3.627845251414718
263,3.7240328200111024
264,4.048287164823283
265,2.9997278329271824
266,4.537967773161206
267,3.323488121783036
268,3.8246284711328267
269,4.7923605374216365
270,3.306105754298584
271,4.35962474304248
272,3.478242499820048
273,4.157837832094225
274,4.534587759673299
275,5.0
276,3.5772352821101094
277,4.7510123021774024
278,4.054362771012297
279,3.924338939466412
280,3.7838973195311487
281,3.7000265531595096
282,4.120179946549873
283,4.302898487406729
284,4.910596261900423
285,3.214934958663139
286,3.538338532892841
287,3.3878768393728245
288,3.4474967622291532
289,3.8280053024283576
290,3.61490642608404
291,2.2849204012961835
292,4.411297346186455
