index,stars
0,4.011419749767472
1,4.429030159478834
2,3.7869138618981086
3,3.6067125946432235
4,2.240873217780194
5,4.348596866692842
6,4.221347847217049
7,3.726740069666528
8,4.19284695721894
9,4.880430285330555
10,4.326661267739412
11,3.2047273314738702
12,3.4877087699506206
13,4.584828301150318
14,3.6137333404670997
15,4.139457944478784
16,3.292356140733528
17,3.736540425629729
18,2.6021433960111975
19,3.942035891113599
20,4.952201684315999
21,3.318917043296698
22,3.527771013595365
23,4.284344507187189
24,3.262085856572014
25,4.054582823781712
26,4.48150273716488
27,4.599822260499557
28,3.3678286550958707
29,4.764147170571549
30,4.464250584047142
31,4.284598584304021
32,4.021904476396209
33,2.901921626649374
34,4.842252376890623
35,3.8561387736704447
36,2.2605331520137733
37,3.737307139458873
38,4.552780564549882
39,3.1415211034942447
40,3.9656464050228415
41,4.6094954199896
42,3.974398263600333
43,4.03401710950547
44,3.9905157965167484
45,4.032101509229378
46,2.7300690112882986
47,4.912811416258108
48,3.5311425661389166
49,4.100681853875168
50,2.4921799409601646
51,3.7440119428091077
52,4.035268321569217
53,2.935245509939422
54,5.0
55,4.175670492006508
56,3.454553054225022
57,3.8631193580087824
58,3.6390644652150375
59,4.301493338027501
60,4.212880919239299
61,4.039150358045702
62,3.7077141411528323
63,4.755035431712847
64,3.692154831090597
65,3.6320039108610005
66,1.852783534703885
67,4.590840260698619
68,3.091768283953721
69,4.329380361597406
70,2.990825529840975
71,5.0
72,3.978696336390062
73,3.7191201733389083
74,3.351012546112671
75,3.8043259746898137
76,4.478293912850943
77,3.424150306166924
78,4.292410735136638
79,4.202549536293749
80,3.831871025676648
81,2.875680137041027
82,4.816985548839276
83,3.9696425194917837
84,4.113228609269804
85,3.8087585199170646
86,4.942215374998393
87,3.5252076832362604
88,5.0
89,3.0315981652754846
90,3.664848145161187
91,4.426722814233744
92,2.1746038346715864
93,4.2029239660794255
94,3.4898360890754927
95,3.1278962971713287
96,2.648622380419475
97,4.070937744398507
98,4.68601903167323
99,3.467596544782389
100,4.143526034779518
101,3.973960132804482
102,4.095036486035688
103,4.276227260923947
104,4.10007666748507
105,4.089457333915519
106,4.843651588954784
107,3.7691385784056233
108,4.150281895999018
109,3.726551356884453
110,4.126486904650457
111,4.258841562148713
112,3.1741027803004833
113,4.06202786008491
114,3.4318808596796813
115,4.474969038471209
116,3.3157538702462883
117,3.772482421649361
118,4.4323273391389995
119,4.6749408631800256
120,4.2052448119933175
121,3.8265214899730204
122,2.9849297867064286
123,4.224152245221233
124,3.858927073133304
125,3.4856658983820377
126,2.6955821488702383
127,4.137562230717012
128,4.000645768941786
129,4.035653620781879
130,4.613283187523808
131,4.395886627403821
132,4.437756746359246
133,4.108327982734278
134,4.332401122744397
135,3.089387543255206
136,2.769443043336634
137,5.0
138,4.400159083741786
139,3.9618521957774946
140,2.9766747519963297
141,4.939892903480541
142,4.711610814898588
143,3.7530014027999816
144,3.9978921100504023
145,3.3406625836256603
146,4.020066488859189
147,4.2328582365191965
148,3.8950880591387165
149,4.966204643249512
150,3.510747746882996
151,3.376555479248264
152,3.4764723672187388
153,4.263163846841145
154,3.4701747662744697
155,4.296378816036184
156,4.7969956073971085
157,4.192369875566027
158,4.0847560437915025
159,4.1246161905070915
160,4.1677825969343045
161,3.2587829385391243
162,3.515025646725278
163,3.487914727001938
164,4.6265974669962135
165,3.962697101229166
166,3.6250244149762216
167,4.116583341533652
168,4.187156504108388
169,3.8178602962676584
170,4.637429471876427
171,3.9513139916122033
172,5.0
173,3.5481311011395817
174,4.034807314239523
175,4.189630206000385
176,3.5837698686418453
177,3.9555525873427633
178,3.6993275422143452
179,3.10974590657927
180,4.051613825751237
181,3.500190581647835
182,4.837965656789744
183,3.664319636389467
184,4.580619327583553
185,3.77816243251844
186,4.908344538270867
187,4.773166744341047
188,2.6216993324385025
189,4.927001953125
190,2.9226480235586814
191,5.0
192,4.083205853834443
193,4.309465819066676
194,3.311135034738775
195,3.8886009392382186
196,4.110384020760992
197,3.074308547634967
198,4.30016222812224
199,3.6869980839723504
200,2.8610350567987766
201,3.8657609446563375
202,4.062568796351705
203,4.696325928435516
204,5.0
205,4.968595822652181
206,4.260482706032235
