index,stars
0,4.038905143737793
1,4.456357955932617
2,3.7703890800476074
3,3.9263436794281006
4,2.0634756088256836
5,4.282588958740234
6,4.222723007202148
7,3.7316508293151855
8,4.178042411804199
9,4.820811748504639
10,4.292494773864746
11,3.1753127574920654
12,3.4944100379943848
13,4.552303314208984
14,3.502296209335327
15,4.130083084106445
16,3.288923978805542
17,3.7217836380004883
18,2.5080718994140625
19,3.9422385692596436
20,4.856605052947998
21,3.3338565826416016
22,3.4948079586029053
23,4.314383506774902
24,3.193002223968506
25,4.042925834655762
26,4.514587402
27,4.6206769943237305
28,3.340801477432251
29,4.713826656341553
30,4.367426872253418
31,4.259932518005371
32,4.076770782470703
33,2.735586404800415
34,4.807530879974365
35,3.7981438636779785
36,1.9572386741638184
37,3.7196691036224365
38,4.5561909675598145
39,3.3067729473114014
40,3.9964025020599365
41,4.508353233337402
42,4.010156631469727
43,4.020628452301025
44,3.9673423767089844
45,4.038026332855225
46,2.5964865684509277
47,4.772981167
48,3.5081658363342285
49,4.073399066925049
50,2.3477351665496826
51,3.723651647567749
52,4.049565792
53,3.0140392780303955
54,5
55,4.1383867263793945
56,3.4666807651519775
57,3.903909921646118
58,3.6110851764678955
59,4.258396148681641
60,4.320348739624023
61,4.102477073669434
62,3.730478286743164
63,4.745455265045166
64,3.6501615047454834
65,3.842306137084961
66,1.372478962
67,4.5599799156188965
68,3.0672318935394287
69,4.3371500968933105
70,2.9157724380493164
71,5
72,3.960346221923828
73,3.727376937866211
74,3.3112380504608154
75,3.7920737266540527
76,4.526866912841797
77,3.402477264404297
78,4.290666580200195
79,4.193010330200195
80,3.8647680282592773
81,2.884298324584961
82,4.719415664672852
83,3.9263529777526855
84,4.147600173950195
85,3.820368528366089
86,4.998897075653076
87,3.5999398231506348
88,5
89,2.963923692703247
90,4.246275901794434
91,4.431348801
92,1.9474314451217651
93,4.304569244384766
94,3.4779865741729736
95,3.1549596786499023
96,2.5624477863311768
97,4.063571929931641
98,4.676663398742676
99,3.4199867248535156
100,4.135138511657715
101,3.891166925430298
102,4.1616740226745605
103,4.280843257904053
104,4.2041120529174805
105,4.207877159118652
106,4.771972179412842
107,3.7838661670684814
108,4.230737686157227
109,3.7302842140197754
110,4.136425971984863
111,4.23573637
112,3.096735954284668
113,4.0109028816223145
114,3.3976938724517822
115,4.492787837982178
116,3.2708871364593506
117,3.791213035583496
118,4.451725959777832
119,4.705216407775879
120,4.252618789672852
121,3.771660804748535
122,2.8983542919158936
123,4.255127429962158
124,3.8639893531799316
125,3.4362783432006836
126,2.533489465713501
127,4.126363754272461
128,4.057303428649902
129,4.118408203
130,4.619297504425049
131,4.420327186584473
132,4.357810974121094
133,4.117292404174805
134,4.321968078613281
135,3.0519955158233643
136,2.784087896347046
137,5
138,4.388160228729248
139,3.9845974445343018
140,2.9454033374786377
141,5
142,4.6940999031066895
143,3.7460854053497314
144,3.9954311847686768
145,3.3173117637634277
146,3.994506359100342
147,4.278868675231934
148,3.9430904388427734
149,4.898613929748535
150,3.4947121143341064
151,3.388939142227173
152,3.4724817276000977
153,4.299181938171387
154,3.405565023422241
155,4.321406364440918
156,4.724731445
157,4.192999362945557
158,4.105834007263184
159,4.095361709594727
160,4.165308952331543
161,3.302591562271118
162,3.4954326152801514
163,3.489347457885742
164,4.485891342163086
165,3.987039566040039
166,3.5954415798187256
167,4.141126633
168,4.198267936706543
169,3.8430511951446533
170,4.6387128829956055
171,3.9223508834838867
172,5
173,3.5455074310302734
174,4.114854813
175,4.200781822
176,3.6866097450256348
177,3.962894916534424
178,3.681565999984741
179,3.1498920917510986
180,4.068957805633545
181,3.5224430561065674
182,4.7970075607299805
183,3.5900046825408936
184,4.536606311798096
185,3.706925868988037
186,4.915879249572754
187,4.936551570892334
188,2.496310234069824
189,4.781005859
190,2.7900798320770264
191,5
192,4.0810627937316895
193,4.301999568939209
194,3.624511241912842
195,3.8448565006256104
196,4.149376392364502
197,3.056119918823242
198,4.307165145874023
199,3.6371073722839355
200,2.864541769
201,3.892913579940796
202,4.160406589508057
203,4.723805904388428
204,5
205,4.905787467956543
206,4.276807785
207,4.073869228363037
208,4.032597541809082
209,3.1486713886260986
210,4.451931953430176
211,3.913832426071167
212,3.379918336868286
213,4.0034589767456055
214,3.8009591102600098
215,2.6689236164093018
216,4.118257522583008
217,3.299281120300293
218,4.162520408630371
219,5
220,3.8414487838745117
221,3.612720012664795
222,4.006761074066162
223,3.614656448364258
224,3.148552656173706
225,4.034092903137207
226,4.711778641
227,4.330660820007324
228,3.6054399013519287
229,5
230,3.0518651008605957
231,3.967263698577881
232,4.259263038635254
233,4.704532623291016
234,4.911050796508789
235,3.424633026123047
236,2.845170736312866
237,2.62890625
238,3.9839394092559814
239,4.105861663818359
240,3.3061294555664062
241,3.592195749282837
242,4.284692764282227
243,3.7950572967529297
244,3.716743230819702
245,5
246,4.276308059692383
247,3.2097411155700684
248,4.192999362945557
249,3.3156092166900635
250,4.272509574890137
251,3.1135432720184326
252,4.765425682067871
253,3.946230173110962
254,1.8900079727172852
255,4.3659162521362305
256,4.973475456237793
257,3.4727423191070557
258,4.769515037536621
259,3.8284435272216797
260,3.849151849746704
261,4.383092403411865
262,3.508112668991089
263,3.5763533115386963
264,4.083421707
265,2.841101646
266,4.3817548751831055
267,3.3260178565979004
268,3.8041718006134033
269,4.709506988525391
270,3.1929750442504883
271,4.320502758026123
272,3.471979856491089
273,4.077061653137207
274,4.448663711547852
275,5
276,3.528360605239868
277,4.817483425140381
278,4.685949802398682
279,3.9026620388031006
280,3.7571330070495605
281,3.6032183170318604
282,4.106949329376221
283,4.266456127166748
284,4.767674922943115
285,3.0485658645629883
286,3.5503742694854736
287,3.4107275009155273
288,3.465175151824951
289,3.8379781246185303
290,3.5815484523773193
291,1.9535012245178223
292,4.363882064819336
293,3.7099595069885254
294,3.094416618347168
295,3.2100322246551514
296,4.451831817626953
297,3.978280782699585
298,4.071453571
299,4.800860404968262
300,4.080005645751953
301,4.610738754272461
302,4.155413627624512
303,3.311868906021118
304,4.274836540222168
305,3.801084041595459
306,4.509568214416504
307,4.503437519073486
308,2.9372987747192383
309,4.801480293273926
310,4.255111217498779
311,3.6373696327209473
312,3.501509428024292
313,3.7695019245147705
314,3.621713161468506
315,3.881239414215088
316,4.984485626220703
